Nom;SIRET;SIREN;Adresse;Code Postal;Ville;Téléphone;Code NAF;Catégorie;Zone Recherche;Secteur S&Y
FOUAD EL OIRDINI;98186760900019;981867609;51 PASSAGE HERMITTE 33000 BORDEAUX;33000;BORDEAUX;+33 9 51 58 44 06;45.11Z;concession;Bordeaux;BTP / Mécanique
LUMIO;98333205700014;983332057;190 RUE NAUJAC 33000 BORDEAUX;33000;BORDEAUX;+33 4 95 60 89 00;45.11Z;concession;Bordeaux;BTP / Mécanique
ABDELGHAFAR ALHANDAIRI (ALHANDAIRI);98372146500018;983721465;BAT B APP13 110 RUE PASTEUR 33200 BORDEAUX;33200;BORDEAUX;+33 9 83 75 96 33;45.11Z;concession;Bordeaux;BTP / Mécanique
BORD'OTO;98821938200013;988219382;29 RUE DE LA DEVISE 33000 BORDEAUX;33000;BORDEAUX;+33 5 25 53 06 81;45.11Z;concession;Bordeaux;BTP / Mécanique
NEOVIA;99018872400019;990188724;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 2 40 92 12 22;45.11Z;concession;Bordeaux;BTP / Mécanique
NAVIGCAR;99121044400022;991210444;16 RUE DU 8 MAI 1945 33150 CENON;33150;CENON;+33 6 63 94 14 44;45.11Z;concession;Bordeaux;BTP / Mécanique
SHERAZADE BOUKLI-HACENE (KEY PROG AUTO);99281656100011;992816561;HELLODOM 16 PLACE DES QUINCONCES 33000 BORDEAUX;33000;BORDEAUX;+33 9 72 65 32 80;45.11Z;concession;Bordeaux;BTP / Mécanique
S&M AUTO;99356851800019;993568518;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 6 65 78 10 53;45.11Z;concession;Bordeaux;BTP / Mécanique
ABDELLAOUI YASSINE;99365658600019;993656586;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 7 13 31 61 16;45.11Z;concession;Bordeaux;BTP / Mécanique
ABDELLAH AHMIA (AUTO DEPANNAGE MECANIQUE);99406121600010;994061216;146 RUE DE BEGLES 33800 BORDEAUX;33800;BORDEAUX;+33 7 73 78 31 16;45.11Z;concession;Bordeaux;BTP / Mécanique
CHARGE;99510252200019;995102522;3 RUE JULES STEEG 33800 BORDEAUX;33800;BORDEAUX;+33 2 47 57 04 01;45.11Z;concession;Bordeaux;BTP / Mécanique
ANTOINE HIVERT;99941994800016;999419948;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 9 61 24 63 09;45.11Z;concession;Bordeaux;BTP / Mécanique
JENNIFER MICHAUD (33 MOBILITY);91182008200020;911820082;2 CHEMIN DE L'ANGLAIS 24230 LAMOTHE-MONTRAVEL;24230;LAMOTHE-MONTRAVEL;+33 5 49 34 53 62;45.11Z;concession;Bordeaux;BTP / Mécanique
ABD NAIM EL ATTAR (AUTO BOULAC);84788854200036;847888542;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 6 99 59 36 12;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO IMPORT 33;48455334200029;484553342;12 RUE CONDORCET 33150 CENON;33150;CENON;+33 6 65 14 18 74;45.11Z;concession;Bordeaux;BTP / Mécanique
TAHAR DJA DAOUADJI;49375963300032;493759633;33100 BORDEAUX BASTIDE 55 RUE HORTENSE 33100 BORDEAUX;33100;BORDEAUX;+33 9 96 92 81 21;45.11Z;concession;Bordeaux;BTP / Mécanique
STEPHANE GEORGEL (JOTL SERVICES);48319644000075;483196440;9 RUE EDOUARD HERRIOT 33440 AMBARES-ET-LAGRAVE;33440;AMBARES-ET-LAGRAVE;+33 5 56 06 52 18;45.11Z;concession;Bordeaux;BTP / Mécanique
PHILIPPE MARGUERITTE (USEDCARS EPAVISTE GRATUIT BORDEAUX-METROPOLE);48373092500029;483730925;322 AVENUE D'UCHAMP 33450 IZON;33450;IZON;+33 2 33 45 95 86;45.11Z;concession;Bordeaux;BTP / Mécanique
SCR MC2;10174369800017;101743698;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 39 26 00;45.11Z;concession;Bordeaux;BTP / Mécanique
ALTER V.O.;51086732800013;510867328;14 RUE GAY-LUSSAC 33100 BORDEAUX;33100;BORDEAUX;+33 6 03 35 02 27;45.11Z;concession;Bordeaux;BTP / Mécanique
KING AUTO;50342955700013;503429557;5 RUE JEAN DUPAS 33100 BORDEAUX;33100;BORDEAUX;+33 6 65 78 10 53;45.11Z;concession;Bordeaux;BTP / Mécanique
FRANCOIS CHASTRES;79738908700017;797389087;8 RUE DU TEMPLE 33000 BORDEAUX;33000;BORDEAUX;+33 9 51 19 45 42;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO DRIVE IMPORT (AUTO DRIVE IMPORT);78964628800017;789646288;42 RUE DE TAUZIA 33800 BORDEAUX;33800;BORDEAUX;+33 5 57 95 68 43;45.11Z;concession;Bordeaux;BTP / Mécanique
MARIE DOS SANTOS;38951567700018;389515677;53 RUE CROIX DE SEGUEY 33000 BORDEAUX;33000;BORDEAUX;+33 6 04 50 14 52;45.11Z;concession;Bordeaux;BTP / Mécanique
EDENAUTO PREMIUM BORDEAUX (EDENAUTO);33233342600044;332333426;28 AVENUE DU PRESIDENT J.F. KENNEDY 33310 LORMONT;33310;LORMONT;+33 5 57 35 03 03;45.11Z;concession;Bordeaux;BTP / Mécanique
GARAGE SAINT AMAND;33017716300038;330177163;10 RUE DE L'EGLISE 33200 BORDEAUX;33200;BORDEAUX;+33 5 57 22 08 08;45.11Z;concession;Bordeaux;BTP / Mécanique
FREDERIC MERCIER (FM LUXURY);42391839000059;423918390;2 ALLEE DU SILO 40530 LABENNE;40530;LABENNE;+33 2 47 58 70 14;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTOMOBILES JM (AUTO JM / JM AUTO);42046495000054;420464950;ZAC DES TOURELLES 271 RUE DE LA BASINIERE 90120 MORVILLARS;90120;MORVILLARS;+33 6 69 44 20 91;45.11Z;concession;Bordeaux;BTP / Mécanique
ADM SARL (ADM AUTO PASSION);41820403800032;418204038;79 RUE DU PALAIS GALLIEN 33000 BORDEAUX;33000;BORDEAUX;+33 1 39 08 01 49;45.11Z;concession;Bordeaux;BTP / Mécanique
EL HASSANE BEN GELOUNE (MAGNATUDE);49135306600021;491353066;APPT B33 2 RUE DANIEL IFFLA-OSIRIS 33300 BORDEAUX;33300;BORDEAUX;+33 4 34 47 55 79;45.11Z;concession;Bordeaux;BTP / Mécanique
LAURENT GERMAIN;44996276000046;449962760;APPARTEMENT 21 PAESOLU 1 RTE DES CANNES 20128 GROSSETO-PRUGNA;20128;GROSSETO-PRUGNA;+33 3 23 56 29 42;45.11Z;concession;Bordeaux;BTP / Mécanique
SALIHA SLIMANE;79143691800019;791436918;41 RUE EUGENE LE ROY 33800 BORDEAUX;33800;BORDEAUX;+33 9 73 69 77 08;45.11Z;concession;Bordeaux;BTP / Mécanique
JOSEPH GIMENEZ;81261712400019;812617124;19 RUE PASCAL LAFARGUE 33300 BORDEAUX;33300;BORDEAUX;+33 4 67 43 65 44;45.11Z;concession;Bordeaux;BTP / Mécanique
COBALT AUTOMOBILES (COBALT AUTOMOBILES);81520736000034;815207360;63 AV MAL JUIN 64200 BIARRITZ;64200;BIARRITZ;+33 5 57 22 51 80;45.11Z;concession;Bordeaux;BTP / Mécanique
ANTOINE SANTIAGO (SAAUTO33);75167728700029;751677287;NUMERO 26 BAT A APT 14 RUE JEAN MOULIN 33370 ARTIGUES-PRES-BORDEAUX;33370;ARTIGUES-PRES-BORDEAUX;+33 4 88 29 22 19;45.11Z;concession;Bordeaux;BTP / Mécanique
MICHAEL COURREGES;52785253700010;527852537;APPT 232 28 RUE GRATELOUP 33800 BORDEAUX;33800;BORDEAUX;+33 5 56 94 77 80;45.11Z;concession;Bordeaux;BTP / Mécanique
JEAN-RAYMOND HEREDIA;75395065800017;753950658;61 RUE PASCAL LAFARGUE 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 50 91 33;45.11Z;concession;Bordeaux;BTP / Mécanique
MAMADOU DIABY;53330021600017;533300216;RES ETOILE DES CHARTRONS A20 43 RUE COMMANDANT HAUTREUX 33300 BORDEAUX;33300;BORDEAUX;+33 2 55 09 09 51;45.11Z;concession;Bordeaux;BTP / Mécanique
RC MOTORS;52893701400041;528937014;143 RUE BOUTHIER 33100 BORDEAUX;33100;BORDEAUX;+33 5 56 40 00 60;45.11Z;concession;Bordeaux;BTP / Mécanique
IBRAHIMA CAMARA (ISC AUTO);51441673400044;514416734;26 AVENUE DU CLARET 33360 CARIGNAN-DE-BORDEAUX;33360;CARIGNAN-DE-BORDEAUX;+33 6 11 56 70 18;45.11Z;concession;Bordeaux;BTP / Mécanique
ANTOINE GIMENEZ;50117140900029;501171409;46 RUE PIERRE BAOUR 33300 BORDEAUX;33300;BORDEAUX;+33 9 63 66 93 50;45.11Z;concession;Bordeaux;BTP / Mécanique
JEAN SANTIAGO (S.J. AUTO);51791944500018;517919445;27 RUE ANNE FRANK 33300 BORDEAUX;33300;BORDEAUX;+33 4 94 53 68 23;45.11Z;concession;Bordeaux;BTP / Mécanique
LIBERTY DRIVE FRANCE;51987097600015;519870976;IMMEUBLE P - LES BUREAUX DU LAC II RUE ROBERT CAUMONT 33300 BORDEAUX;33300;BORDEAUX;+33 5 00 38 50 56;45.11Z;concession;Bordeaux;BTP / Mécanique
SARL CNP (CARAMERICAINE);51013541100054;510135411;34-43 34 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 1 43 22 23 81;45.11Z;concession;Bordeaux;BTP / Mécanique
ISSAM SIBLINI;80255249700017;802552497;B 20 230 AVENUE D'EYSINES 33000 BORDEAUX;33000;BORDEAUX;+33 6 14 18 33 34;45.11Z;concession;Bordeaux;BTP / Mécanique
CROSS AUTO;82752304400010;827523044;236 AVENUE THIERS 33100 BORDEAUX;33100;BORDEAUX;+33 7 69 98 44 42;45.11Z;concession;Bordeaux;BTP / Mécanique
MOHAMED MABROUK;82798614200020;827986142;12 IMPASSE ROGER SALENGRO 33700 MERIGNAC;33700;MERIGNAC;+33 1 71 97 36 84;45.11Z;concession;Bordeaux;BTP / Mécanique
REMY CABELLO (CR33AUTO);82136262100012;821362621;8 RUE ROSALIE 33800 BORDEAUX;33800;BORDEAUX;+33 5 56 94 77 80;45.11Z;concession;Bordeaux;BTP / Mécanique
CD MOTORS;89540959700013;895409597;CS 11030 5 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 6 37 23 48 53;45.11Z;concession;Bordeaux;BTP / Mécanique
MODOU GUEYE (BMG AUTO);90461518400036;904615184;5 RUE DES CRESSONNIERES 16000 ANGOULEME;16000;ANGOULEME;+33 9 63 07 35 30;45.11Z;concession;Bordeaux;BTP / Mécanique
LAKARE AUTOMOBILES (LAKARE AUTOMOBILES) (LKR);90780450400021;907804504;1160 ROUTE DU CALOY 40090 SAINT-PERDON;40090;SAINT-PERDON;+33 5 33 05 40 28;45.11Z;concession;Bordeaux;BTP / Mécanique
LL MOTORS (LL MOTORS);90172545700013;901725457;APT 47 10 RUE BARRAU 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 40 00 60;45.11Z;concession;Bordeaux;BTP / Mécanique
WHEELS;91381813400029;913818134;118 AVENUE VICTOR HUGO 33110 LE BOUSCAT;33110;LE BOUSCAT;+33 4 94 08 34 44;45.11Z;concession;Bordeaux;BTP / Mécanique
REDHA ZEDIRA (AUTO STAR);90270445100019;902704451;RES SAINTE CROIX - APT 13 3 RUE CARBONNEAU 33800 BORDEAUX;33800;BORDEAUX;+33 9 73 26 02 79;45.11Z;concession;Bordeaux;BTP / Mécanique
GRIGOR PETROSYAN (FP AUTO);90375413300028;903754133;24 COURS VICTOR HUGO 33000 BORDEAUX;33000;BORDEAUX;+33 9 67 35 95 70;45.11Z;concession;Bordeaux;BTP / Mécanique
LOIRE OCCASIONS;91060291100018;910602911;9 SQUARE JEAN BUREAU 33000 BORDEAUX;33000;BORDEAUX;+33 2 41 46 65 63;45.11Z;concession;Bordeaux;BTP / Mécanique
E-CARS;92012124100029;920121241;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 74 98 76;45.11Z;concession;Bordeaux;BTP / Mécanique
MOOVLY (MOOVLY);87801316800025;878013168;9 AVENUE DE BERLINCAN 33160 SAINT-MEDARD-EN-JALLES;33160;SAINT-MEDARD-EN-JALLES;+33 7 68 48 37 97;45.11Z;concession;Bordeaux;BTP / Mécanique
PATRICK VLOEBERGHS;51141850100017;511418501;321 AVENUE D'ARES 33000 BORDEAUX;33000;BORDEAUX;+33 8 46 18 17 85;45.11Z;concession;Bordeaux;BTP / Mécanique
FAV SERVICES;93024129400014;930241294;281 RUE PASTEUR 33200 BORDEAUX;33200;BORDEAUX;+33 9 75 57 93 09;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO 33 (AUTO 33);93196282300015;931962823;35 RUE DES MENUTS 33000 BORDEAUX;33000;BORDEAUX;+33 6 05 88 98 25;45.11Z;concession;Bordeaux;BTP / Mécanique
QUEEN CARS;94412572300014;944125723;16 PLACE DES QUINCONCES 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 75 50 41;45.11Z;concession;Bordeaux;BTP / Mécanique
BILAL BADI (DISTRISNACKING AQUITAINE);94184667700016;941846677;7 ALLEE DE CHARTRES 33000 BORDEAUX;33000;BORDEAUX;+33 9 55 14 29 82;45.11Z;concession;Bordeaux;BTP / Mécanique
MOBILITY;93266198600012;932661986;16 PLACE DES QUINCONCES 33000 BORDEAUX;33000;BORDEAUX;+33 9 70 19 59 59;45.11Z;concession;Bordeaux;BTP / Mécanique
BORDEAUX VINTAGE CARS;83997658600041;839976586;8 RUE DE LA GRAVETTE 33320 EYSINES;33320;EYSINES;+33 7 60 41 77 67;45.11Z;concession;Bordeaux;BTP / Mécanique
FOUZI ALIOUANE (AUTO NEGOCE PRO);84174273700023;841742737;5 RUE DU CAP DE HAUT 33320 EYSINES;33320;EYSINES;+33 5 56 57 60 89;45.11Z;concession;Bordeaux;BTP / Mécanique
JOLAN ROPTON;83171358100047;831713581;7 ALLEE DE CHARTRES 33000 BORDEAUX;33000;BORDEAUX;+33 8 26 86 08 56;45.11Z;concession;Bordeaux;BTP / Mécanique
FELTZER (FELTZER AUTOMOTIVES);84849594100025;848495941;28 RUE SAINT ANTOINE 28410 BU;28410;BU;+33 6 84 96 15 86;45.11Z;concession;Bordeaux;BTP / Mécanique
AFFAIRE AUTO 33;82034259000024;820342590;8 CHEMIN LESCAN 33150 CENON;33150;CENON;+33 5 56 67 85 13;45.11Z;concession;Bordeaux;BTP / Mécanique
AB AUTO;82343758700012;823437587;N 16 44 ALLEE HAUSSMANN 33300 BORDEAUX;33300;BORDEAUX;+33 6 41 05 44 18;45.11Z;concession;Bordeaux;BTP / Mécanique
SEREN' AUTO;85020783800010;850207838;BUREAUX DU LAC 2 RUE ROBERT CAUMONT 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 57 41 99;45.11Z;concession;Bordeaux;BTP / Mécanique
ALEXI BALDASSARI (MVB AUTOMOBILE);84389324900022;843893249;997 AVENUE DE LA PLAGE 40600 BISCARROSSE;40600;BISCARROSSE;+33 5 57 67 91 69;45.11Z;concession;Bordeaux;BTP / Mécanique
TS AUTO (TS AUTO);82466559000025;824665590;22 RUE MARCEL 33800 BORDEAUX;33800;BORDEAUX;+33 7 83 07 79 79;45.11Z;concession;Bordeaux;BTP / Mécanique
BORDEAUX PRO AUTOMOBILES (B2B PRO AUTO);88762527500029;887625275;33 RUE CHARLES GOUNOD 33400 TALENCE;33400;TALENCE;+33 5 57 10 00 00;45.11Z;concession;Bordeaux;BTP / Mécanique
"CSP+ (CLASSIC/SPORT/PREMIUM + ; CONSEIL / SERVICES / PROMOTION +)";88776201100021;887762011;379 AVENUE D'EYSINES 33110 LE BOUSCAT;33110;LE BOUSCAT;+33 5 58 08 96 27;45.11Z;concession;Bordeaux;BTP / Mécanique
LAKHDAR LAKHAL (ADAM AUTO);87996821200024;879968212;RES ORU SAINT JEAN - APT 33 4 RUE DES ANCIENS COMBATTANTS D'AFRIQUE 33800 BORDEAUX;33800;BORDEAUX;+33 1 16 30 66 79;45.11Z;concession;Bordeaux;BTP / Mécanique
NOEL DEMETER (DN.AUTOPRO);89043727000014;890437270;187 AVENUE DU DOCTEUR SCHINAZI 33300 BORDEAUX;33300;BORDEAUX;+33 9 67 05 98 76;45.11Z;concession;Bordeaux;BTP / Mécanique
SALLAH ALI-BAKIR (SALLAH AUTO33);89165541700022;891655417;APT 49 - BAT C5 - CITE LABARDE 5 RUE DU PROFESSEUR DENIGES 33300 BORDEAUX;33300;BORDEAUX;+33 9 50 48 57 62;45.11Z;concession;Bordeaux;BTP / Mécanique
LOIC BARRES (DIAG-REPROG-AUTO);95160874400011;951608744;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 3 44 41 30 28;45.11Z;concession;Bordeaux;BTP / Mécanique
VEHICULEXPERT;97753072400029;977530724;LOCAL 9 14 CHEMIN DE LA POUDRIERE 33700 MERIGNAC;33700;MERIGNAC;+33 7 49 18 19 48;45.11Z;concession;Bordeaux;BTP / Mécanique
HARUTYUN BADALYAN;97847427800014;978474278;29 RUE EDOUARD MAYAUDON 33100 BORDEAUX;33100;BORDEAUX;+33 9 52 98 53 94;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTONOVA;93983467700014;939834677;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 6 16 23 53 95;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTOBAN GROUP;94518462000017;945184620;46 RUE BAUDUCHEU 33800 BORDEAUX;33800;BORDEAUX;+33 5 56 49 41 83;45.11Z;concession;Bordeaux;BTP / Mécanique
CORAMES AUTOMOBILES;94520454300017;945204543;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 5 57 19 09 29;45.11Z;concession;Bordeaux;BTP / Mécanique
LOCOAUTO;92843710200017;928437102;16 PLACE DES QUINCONCES 33000 BORDEAUX;33000;BORDEAUX;+33 7 68 85 23 51;45.11Z;concession;Bordeaux;BTP / Mécanique
JEAN LAGUNE (LAGUNE AUTO);98144274200012;981442742;16 PLACE DES QUINCONCES 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 41 36 11;45.11Z;concession;Bordeaux;BTP / Mécanique
ARTHUR DROUNAU (ADN'CO);97956875500016;979568755;18 B COURS JOURNU AUBER 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 88 43 11;45.11Z;concession;Bordeaux;BTP / Mécanique
ASR ATLANTIQUE (FAST LEASE ATLANTIQUE);94902199200027;949021992;BATIMENT B3 ZONE DE MERIGNAC PHARE EXTENSION -IMMEUBLE HELIOPOLIS 130 AVENUE DE MAGUDAS 33700 MERIGNAC;33700;MERIGNAC;+33 9 81 60 52 87;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO CONTACT BOUSCATAIS;94923753100023;949237531;9 PLACE MICHEL MONTAIGNE 33110 LE BOUSCAT;33110;LE BOUSCAT;+33 5 57 82 48 97;45.11Z;concession;Bordeaux;BTP / Mécanique
KM-MOTORS;98754232100029;987542321;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 40 00 60;45.11Z;concession;Bordeaux;BTP / Mécanique
DANIEL MARTINS MARQUES;98793061700012;987930617;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 5 80 39 74 25;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO 351;99117695900013;991176959;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 6 73 33 01 78;45.11Z;concession;Bordeaux;BTP / Mécanique
PABLO SUAREZ (VENTE);99246961900017;992469619;67 RUE TURENNE 33000 BORDEAUX;33000;BORDEAUX;+33 9 51 87 02 24;45.11Z;concession;Bordeaux;BTP / Mécanique
AZ AUTOMOBILE;99416582700027;994165827;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 5 33 05 40 28;45.11Z;concession;Bordeaux;BTP / Mécanique
SERENITY CARS;90161564100023;901615641;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 1 73 06 07 65;45.11Z;concession;Bordeaux;BTP / Mécanique
GARAGE AUTO;10236971700016;102369717;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 5 54 68 00 00;45.11Z;concession;Bordeaux;BTP / Mécanique
P . C . H AUTOS IMPORT / EXPORT (P . C . H AUTOS IMPORT / EXPORT);98839958000014;988399580;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 2 79 05 00 22;45.11Z;concession;Bordeaux;BTP / Mécanique
LEADER FRANCE CARS (LEADER FRANCE CARS);98110140500026;981101405;15 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 74 98 76;45.11Z;concession;Bordeaux;BTP / Mécanique
GARAGE LORRAIN S A;46820114000018;468201140;252 RUE DE BEGLES 33800 BORDEAUX;33800;BORDEAUX;+33 3 83 81 02 58;45.11Z;concession;Bordeaux;BTP / Mécanique
AQUITAINE LOCATION VEHICULES;47918511800045;479185118;26 AVENUE GUSTAVE EIFFEL 33700 MERIGNAC;33700;MERIGNAC;+33 5 57 84 77 10;45.11Z;concession;Bordeaux;BTP / Mécanique
ACTION VO;39952533600059;399525336;2 ALLEE DE CHAGNEAU 33460 ARSAC;33460;ARSAC;+33 9 61 66 02 94;45.11Z;concession;Bordeaux;BTP / Mécanique
ACTION AUTOMOBILES;39962421200045;399624212;6 AVENUE NEIL ARMSTRONG 33700 MERIGNAC;33700;MERIGNAC;+33 6 69 44 20 91;45.11Z;concession;Bordeaux;BTP / Mécanique
GOODCARS;52034452400027;520344524;42 RUE DE TAUZIA 33800 BORDEAUX;33800;BORDEAUX;+33 5 56 31 33 82;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO SPORT EXCLUSIVES;52960308600016;529603086;35 RUE BOURBON 33300 BORDEAUX;33300;BORDEAUX;+33 6 11 91 62 86;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTOS AMRANI;82052692900022;820526929;76 AVENUE DE MAGUDAS 33185 LE HAILLAN;33185;LE HAILLAN;+33 5 56 28 05 30;45.11Z;concession;Bordeaux;BTP / Mécanique
H & C AUTO (MY CAR ONLINE);80802508400019;808025084;12 COURS DE QUEBEC 33300 BORDEAUX;33300;BORDEAUX;+33 6 65 78 10 53;45.11Z;concession;Bordeaux;BTP / Mécanique
VCS (VINTAGE CARS);87896635700013;878966357;5 ALLEE DE TOURNY 33000 BORDEAUX;33000;BORDEAUX;+33 4 78 85 54 44;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTOMOBILE DOS REIS ET ROQUES (AD 2R);52214447600028;522144476;65 ROUTE DU BORD DE L'EAU 33270 BOULIAC;33270;BOULIAC;+33 3 00 40 34 42;45.11Z;concession;Bordeaux;BTP / Mécanique
BR AUTO;88297565900013;882975659;153 RUE FRANCOIS ROGANEAU 33300 BORDEAUX;33300;BORDEAUX;+33 6 41 05 44 18;45.11Z;concession;Bordeaux;BTP / Mécanique
RM AUTO;90422432600010;904224326;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 5 57 95 34 85;45.11Z;concession;Bordeaux;BTP / Mécanique
K PRESTIGE AUTO;92031723700021;920317237;5 RUE FENELON 33000 BORDEAUX;33000;BORDEAUX;+33 6 05 88 98 25;45.11Z;concession;Bordeaux;BTP / Mécanique
MOULY AUTO;90091237900014;900912379;15 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 36 98 19;45.11Z;concession;Bordeaux;BTP / Mécanique
SASU AUTO;94901669500015;949016695;1 RUE JACQUES CAMILLE PARIS 33300 BORDEAUX;33300;BORDEAUX;+33 6 41 05 44 18;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTONET;51077866500016;510778665;55 RUE DU JARDIN PUBLIC 33000 BORDEAUX;33000;BORDEAUX;+33 4 74 68 38 41;45.11Z;concession;Bordeaux;BTP / Mécanique
PROXI AUTO (PROXI AUTO);39949216400070;399492164;26 AVENUE GUSTAVE EIFFEL 33700 MERIGNAC;33700;MERIGNAC;+33 6 95 17 41 33;45.11Z;concession;Bordeaux;BTP / Mécanique
D L A;39954585400032;399545854;8 RUE D'AURIOS 33150 CENON;33150;CENON;+33 6 73 49 85 73;45.11Z;concession;Bordeaux;BTP / Mécanique
BERNARD GOBERT;33868328700019;338683287;68 RUE MALBEC 33800 BORDEAUX;33800;BORDEAUX;+33 3 27 62 51 55;45.11Z;concession;Bordeaux;BTP / Mécanique
EURO CARS SARL;41923194900043;419231949;3 RUE DU MINESOTTA 33720 PODENSAC;33720;PODENSAC;+33 5 61 69 55 64;45.11Z;concession;Bordeaux;BTP / Mécanique
SARL D'HULSTER;44289333500012;442893335;66 RUE JEAN RENAUD DANDICOLLE 33000 BORDEAUX;33000;BORDEAUX;+33 9 84 05 88 41;45.11Z;concession;Bordeaux;BTP / Mécanique
AUTO ACCES;49853551700011;498535517;42 RUE DE TAUZIA 33800 BORDEAUX;33800;BORDEAUX;+33 5 56 49 41 83;45.11Z;concession;Bordeaux;BTP / Mécanique
BRONCHAL AUTOMOBILE;51916539300017;519165393;137 COURS DU MARECHAL GALLIENI 33000 BORDEAUX;33000;BORDEAUX;+33 5 67 80 57 63;45.11Z;concession;Bordeaux;BTP / Mécanique
EXCEL CAR;92145782600011;921457826;223 AVENUE EMILE COUNORD 33300 BORDEAUX;33300;BORDEAUX;+33 1 34 02 37 36;45.11Z;concession;Bordeaux;BTP / Mécanique
INOV;89037459800021;890374598;9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 6 01 77 06 68;45.11Z;concession;Bordeaux;BTP / Mécanique
AMR MOTORS;97889458200011;978894582;BUREAU 3 9 RUE DE CONDE 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 40 00 60;45.11Z;concession;Bordeaux;BTP / Mécanique
G.T.A AUTOMOBILES (GTA AUTOMOBILE) (G.T.A);89156167200033;891561672;2 RUE DU RECTEUR THAMIN 33100 BORDEAUX;33100;BORDEAUX;+33 5 33 05 40 28;45.11Z;concession;Bordeaux;BTP / Mécanique
ESPACE SANS PERMIS 69;80478309000017;804783090;102 RUE MONTESQUIEU 69007 LYON;69007;LYON;+33 4 78 96 84 85;45.11Z;concession;Lyon;BTP / Mécanique
FMC BYMYCAR GRENOBLE (BY MY CAR);95550766000053;955507660;61 BOULEVARD PAUL LANGEVIN 38600 FONTAINE;38600;FONTAINE;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
JT LYON;81067687400060;810676874;1 RUE DES BROUSSES 69380 CHAZAY-D'AZERGUES;69380;CHAZAY-D'AZERGUES;+33 6 51 70 02 98;45.11Z;concession;Lyon;BTP / Mécanique
ADONIS SARL;41523870800036;415238708;4 ROUTE DE LYON 69530 BRIGNAIS;69530;BRIGNAIS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MOHAMED KADDOUR;41948893700014;419488937;1 A RUE JANGOT 69007 LYON 7EME;69007;LYON 7EME;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
LUXURY'S AGENCY LOCATION;79367111600028;793671116;ZI LES PLATIERES 150 RUE DU PETIT BOIS 69440 MORNANT;69440;MORNANT;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MONDOCAR;80007423900032;800074239;1 AVENUE JEAN JAURES 69190 SAINT-FONS;69190;SAINT-FONS;+33 4 72 30 55 03;45.11Z;concession;Lyon;BTP / Mécanique
